date,BTCUSD.bb_live,BTCUSD.open_price,BTCUSD.high_price,BTCUSD.low_price,BTCUSD.close_price,ETHUSD.bb_live,ETHUSD.open_price,ETHUSD.high_price,ETHUSD.low_price,ETHUSD.close_price,LTCUSD.bb_live,LTCUSD.open_price,LTCUSD.high_price,LTCUSD.low_price,LTCUSD.close_price,XRPUSD.bb_live,XRPUSD.open_price,XRPUSD.high_price,XRPUSD.low_price,XRPUSD.close_price,USDTUSD.bb_live,USDTUSD.open_price,USDTUSD.high_price,USDTUSD.low_price,USDTUSD.close_price
2017-01-01,743.852903850146,963.658020019531,1003.08001708984,958.698974609375,998.325012207031,295.038633460324,7.98230981826782,8.47122955322266,7.98230981826782,8.17257022857666,103.714704437704,4.32912015914917,4.52153015136719,4.32871007919312,4.51159000396729,108.26843789889,0.00652310997247696,0.00670152995735407,0.00633394997566938,0.00636834977194667,82.6449953338844,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
2017-01-02,761.306884246703,998.617004394531,1031.39001464844,996.702026367188,1021.75,302.473299327566,8.17086982727051,8.43632984161377,8.05440998077393,8.37851047515869,106.872177343668,4.52045011520386,4.73765993118286,4.48466014862061,4.64894008636475,107.287825884159,0.00638645980507135,0.00643741991370916,0.00628110999241471,0.00631067017093301,82.6449945074345,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
2017-01-03,777.766138518077,1021.59997558594,1044.07995605469,1021.59997558594,1043.83996582031,351.092063064553,8.37458038330078,9.99680042266846,8.31717014312744,9.72525024414062,106.349421357039,4.65587997436523,4.73184013366699,4.56486988067627,4.6262001991272,108.566811029718,0.00629046000540257,0.0063918000087142,0.00627816002815962,0.00638590008020401,82.6449936809845,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
2017-01-04,860.390392539193,1044.40002441406,1159.42004394531,1044.40002441406,1154.72998046875,406.194951371368,9.70928955078125,11.2763996124268,9.55980968475342,11.2516002655029,111.214935788817,4.63374996185303,4.83785009384155,4.63374996185303,4.83785009384155,111.696019921703,0.00638544000685215,0.00665635010227561,0.00638544000685215,0.00656996015459299,82.6449928545346,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
2017-01-05,755.070393026906,1156.72998046875,1191.09997558594,910.4169921875,1013.38000488281,370.194951290682,11.2868003845215,11.8908996582031,9.40268039703369,10.2544002532959,98.6832068410539,4.91437005996704,4.94585990905762,4.22687005996704,4.29271984100342,105.423320381039,0.00657198019325733,0.00657994020730257,0.00603129994124174,0.00620099995285273,82.6449920280847,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
2017-01-06,672.230803743016,1014.23999023438,1046.81005859375,883.943969726562,902.200988769531,370.205761894737,10.2857999801636,10.6291999816895,9.62728977203369,10.2546997070312,88.7645891582896,4.3024001121521,4.35165023803711,3.84135007858276,3.86125993728638,107.355315892923,0.00619689002633095,0.00639392994344234,0.00610852986574173,0.00631463993340731,82.6449912016347,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
2017-01-07,676.987552876168,903.486999511719,908.585021972656,823.556030273438,908.585021972656,356.216254958522,10.2409000396729,10.2804002761841,9.58584976196289,9.86719036102295,90.939761154279,3.86338996887207,3.95587992668152,3.61359000205994,3.95587992668152,108.231379748623,0.00635060993954539,0.00640350021421909,0.00613303994759917,0.00636617001146078,82.6449903751848,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
2017-01-08,678.935211439838,908.174987792969,942.723999023438,887.2490234375,911.198974609375,371.472909290564,9.87257957458496,10.3948001861572,9.82890033721924,10.2897996902466,91.8294186408021,3.95912003517151,4.01557016372681,3.89703011512756,3.99458003044128,105.968885070067,0.00638299016281962,0.00638299016281962,0.00623220019042492,0.00623309006914496,82.6449895487349,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
2017-01-09,672.697992582407,913.244018554688,913.685974121094,879.807006835938,902.828002929688,372.765327334087,10.3137998580933,10.7838001251221,10.1365995407104,10.3255996704102,98.8956240758229,3.99697995185852,4.3593897819519,3.92969989776611,4.30195999145508,104.837127102571,0.00623861979693174,0.00629385001957417,0.00612672977149487,0.00616652006283402,82.644988722285,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
2017-01-10,676.312487059765,902.440002441406,914.872985839844,901.059997558594,907.679016113281,380.85196902621,10.3695001602173,10.6898002624512,10.2897996902466,10.549599647522,105.55194141862,4.30092000961304,4.68244981765747,4.29112005233765,4.59150981903076,113.878270761099,0.00615660985931754,0.00681541999801993,0.00614807987585664,0.00669832015410066,82.6449878958351,1.00001001358032,1.00001001358032,1.00001001358032,1.00001001358032
